"","mz","rt","LungNodule_2","LungNodule_3","LungNodule_4","LungNodule_5","LungNodule_6","LungNodule_8","LungNodule_9","LungNodule_10","LungNodule_11","LungNodule_12","LungNodule_13","LungNodule_14","LungNodule_15","LungNodule_16","LungNodule_17","LungNodule_18","LungNodule_19","LungNodule_20","LungNodule_21","LungNodule_22","LungNodule_23","LungNodule_24","LungNodule_25","LungNodule_26","LungNodule_27","LungNodule_28","LungNodule_29","LungNodule_33","LungNodule_34","LungNodule_36","LungNodule_37","LungNodule_38","LungNodule_41","LungNodule_42","LungNodule_44","LungNodule_45","LungNodule_46","LungNodule_47","LungNodule_49","LungNodule_50","LungNodule_52","LungNodule_53","LungNodule_55","LungNodule_56","LungNodule_57","LungNodule_58","LungNodule_63","LungNodule_64","LungNodule_65","LungNodule_66","LungNodule_68","LungNodule_72","LungNodule_73","LungNodule_74","LungNodule_75","LungNodule_76","LungNodule_77","LungNodule_78","LungNodule_80","LungNodule_81","LungNodule_82","LungNodule_83","LungNodule_85","LungNodule_86","LungNodule_87","LungNodule_89","LungNodule_91","LungNodule_92","LungNodule_93","LungNodule_97","LungNodule_99","LungNodule_100","LungNodule_101","LungNodule_102","LungNodule_103","LungNodule_105","LungNodule_106","LungNodule_107","LungNodule_108","LungNodule_109_2","LungNodule_110","LungNodule_111","LungNodule_112","LungNodule_113","LungNodule_114","LungNodule_115","LungNodule_116","LungNodule_117","LungNodule_118","LungNodule_119","LungNodule_121","LungNodule_122","LungNodule_124","LungNodule_125"
"group","mz","rt","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Benign","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer"
"M846.2468T211.2","846.2468","211.2","5283","3882","3182","4471","3940","3741","3592","4127","5048","2969","3753","4814","4879","2364","2419","5383","2546","4793","3393","3051","5858","2555","7452","8009","2707","3706","4015","3662","2548","3751","7628","0","2206","5898","6185","2011","4828","2575","4333","2387","5648","3492","21660","5381","4241","5109","2144","3062","4080","2299","2602","2549","0","3465","2279","2071","2732","3296","0","3793","3937","2186","2902","4172","5203","3397","0","2463","4167","4476","3225","2889","6339","4736","6827","2326","8220","9874","4533","0","8202","4937","11277","9883","5022","6436","5861","5984","3683","5196","3706","5182","5968","6077"
"M1249.1865T219.6","1249.1865","219.6","3035","0","2598","2300","3252","2473","2607","2519","2969","0","2795","7107","3791","2937","3168","5028","5235","5665","4340","2282","8584","0","6040","7623","7222","2134","0","3037","4707","8298","5398","3330","0","3664","4037","2045","3826","0","3450","3219","6863","2417","15343","6738","4279","4345","2454","2418","3679","0","3036","2052","0","2320","2046","2792","3621","4661","4922","8680","7469","0","6175","4253","4041","0","0","3939","5368","2618","3117","0","3133","2260","0","0","3164","5100","3301","0","2383","2586","4458","7415","3888","3141","3365","3740","3037","4563","11514","3992","6160","5115"
"M544.3678T229.8","544.3678","229.8","2388","3595","0","0","2594","3252","3116","3315","5203","4220","4716","0","2819","2836","2642","3155","3714","2314","2514","2497","0","12125","4936","4381","3357","5888","6986","4932","2712","0","6465","6167","4432","3792","8104","4983","5310","4847","6761","4612","10225","5028","9057","7786","4650","5501","7266","4182","8332","4233","7550","3536","4913","5709","6026","7295","2333","3233","3478","4119","4583","24292","4998","7491","12220","8579","4859","3270","5341","11167","5579","2168","6483","6236","7352","4262","8320","9948","4053","0","7316","4998","9177","4441","5980","7309","10068","4890","3918","9041","4196","9427","7978","7241"
"M93.0701T253.2","93.0701","253.2","6298","6333","5285","4762","7261","4608","5095","6548","4777","5373","5288","5651","6102","7900","7883","8126","8128","7560","6430","5538","4259","4154","4512","3267","5057","4148","2974","3874","3873","2900","3004","4470","2609","0","3226","5135","2620","5006","5025","6290","5738","4139","2260","4087","3476","3759","4668","3243","6348","3594","6826","3936","4563","2839","4850","5069","4234","4077","3933","3122","4878","3237","4405","3884","4948","4381","6950","6892","5251","4459","7581","3057","3809","3802","7566","3431","3438","2159","3747","0","3341","3680","3007","3987","4458","2932","4268","3631","4189","3329","2885","3062","2962","4068"
"M880.2709T212.4","880.2709","212.4","5846","3752","3351","4008","4759","4302","4167","4206","5338","3251","3995","5328","4514","2913","2912","4988","2876","5032","4100","3264","6110","2445","7593","7561","3010","3919","4107","3725","3434","4489","7423","2017","2039","6131","6614","2404","4906","2878","5479","2494","6410","3766","22359","6360","4580","5600","2169","3212","4744","2329","2634","3071","2315","3441","2295","0","3105","3749","0","4522","3735","0","3468","4394","6171","3283","0","2973","4449","4467","3230","2843","5936","4387","5823","0","8573","9364","4892","0","7923","4995","10061","10555","5205","6913","6304","4681","3587","5669","4745","5408","6006","6187"
"M621.3868T216","621.3868","216","5562","5865","2711","3636","3535","4432","3827","4350","5999","5127","4351","2082","3700","2942","2299","2503","3356","2266","2333","2691","0","10402","4182","3703","0","3919","6026","3539","0","0","5954","2753","3492","3838","6058","3263","3762","3691","4264","2531","5159","3185","7579","3758","2543","3852","2127","2642","4312","2887","2902","2431","2225","3906","2644","2816","0","0","2388","3236","3154","13479","2973","5360","6491","5191","2264","2529","3101","6678","2771","2084","5948","4882","6261","3688","7337","8562","3657","0","7420","4419","8637","3210","3583","6050","4596","3313","2062","2802","0","0","0","0"
"M1176.469T221.4","1176.469","221.4","2812","0","0","2127","2354","0","2229","2180","3324","0","3067","6788","3719","3001","3016","4862","4304","5124","4030","2689","7874","0","6775","7870","6237","2489","0","2730","4298","6946","5703","3765","0","4134","4672","2393","4001","0","3920","3589","7646","2448","14905","7037","4227","4880","2567","2485","4314","2290","3247","2004","0","2359","2463","3441","3942","5170","5235","7444","7345","0","5669","4034","4154","2172","0","4508","5818","2990","3075","0","3424","2550","2237","0","3623","6323","3571","0","2590","2948","4912","9978","3937","4167","4490","4096","2995","3959","9355","3979","5793","5436"
"M938.6257T272.4","938.6257","272.4","5646","5155","3102","3570","4644","4245","3761","4025","5952","3633","4073","2771","3234","3695","2610","3167","4173","3513","2625","2147","4834","6331","4544","4389","3347","3000","3937","3949","3005","3284","5265","4864","0","2770","5101","3582","2904","2450","3974","5016","7120","2815","8832","4577","2915","4100","3351","2677","6156","2709","4813","2695","3300","3581","3561","4873","2498","3044","4149","3293","3326","8889","3813","4394","6831","3862","2442","3429","3893","5600","3370","0","3510","3130","3520","2443","4866","5537","2652","0","4359","3213","5661","6090","3759","4275","5343","3758","2761","5070","3055","5050","5270","4819"
"M718.4916T222","718.4916","222","5464","5493","2900","3117","4541","3889","3594","3799","5624","4113","3830","2085","2923","2712","2279","2129","3715","0","0","2103","2066","6972","4931","3758","2479","3185","4480","3526","0","0","4956","4203","2563","2764","4834","3423","3159","2707","4862","3781","6358","3181","7946","4674","2680","3820","3397","0","5911","2534","3843","2245","3308","3273","2929","4416","0","2089","2799","2681","3257","11320","2999","4182","6936","4736","2471","2386","2748","6146","2748","0","4089","3720","4186","2379","5990","6179","2689","0","5231","3667","6599","3312","3973","5187","5676","3532","2312","4971","3254","4609","4577","4496"
"M572.4001T203.4","572.4001","203.4","6248","6447","3087","3545","4733","7426","3540","4247","6368","5366","4546","2841","3617","3001","2208","2360","4146","0","2006","2437","0","7629","4050","3659","2372","3481","5691","3877","0","0","4206","5587","2505","2194","5999","3275","3254","3137","5561","5121","7038","3559","5633","6017","2964","4327","5223","2613","6611","2261","4732","3051","4730","3577","3924","5608","0","0","3425","2661","3443","14770","3177","4708","7142","4539","4432","2547","3475","7156","3540","0","3463","3004","4194","2413","5398","5179","6054","0","4905","2770","5918","3197","3847","5713","6858","3337","2418","5491","3982","5164","5437","4774"
"M812.2226T205.8","812.2226","205.8","5342","3804","2620","4966","4000","3504","4031","3737","4346","3123","4049","5128","4599","0","2109","4610","2237","3681","2854","3738","6071","2523","6931","8840","2365","3935","4199","3190","2293","4091","7584","0","2297","6796","6150","0","4332","2856","4368","2996","6410","3165","20177","5128","3999","4835","2278","2899","4212","2492","2590","2912","0","3691","2575","2140","2658","3259","0","4075","3306","0","3510","4305","5041","3436","0","2522","4328","5067","3254","3105","6410","4707","7357","2119","8241","10423","4746","0","9236","5416","12058","10515","4784","7452","5871","4796","3671","4919","3731","5450","5873","6172"
"M792.8778T210.6","792.8778","210.6","5424","3508","3247","4621","3917","3977","4321","4351","4893","3472","3935","4863","4872","2526","2507","5166","3219","4478","3417","3835","6080","2911","7301","8393","2751","4367","3764","3355","3353","3846","6696","0","2708","6635","6155","2004","5153","3037","4483","2301","5816","3465","22203","6442","4258","6068","2129","2704","3977","2609","2335","3027","0","3845","2482","0","2691","3382","0","3998","3443","2116","3081","4365","5978","3685","2440","2588","3899","5020","2954","3027","6575","4626","6907","2331","8762","11541","4938","0","9584","4650","12757","9712","4146","6847","6068","4926","3880","5048","4078","5462","5891","6516"
"M1006.6267T252","1006.6267","252","4872","7852","5626","4741","5395","3636","7175","7609","4112","5307","7842","3716","4505","3259","7455","7027","3867","5393","4773","3761","4905","3996","3147","3542","3985","4391","2117","2950","2670","2906","3016","2007","3512","3339","4488","3738","3776","7123","5943","3899","5068","7329","2526","7000","9024","7655","2225","8387","6191","7263","3065","5679","5285","5633","6159","5188","7522","5701","4999","5831","4534","3578","6461","7263","8575","5326","6490","7986","13896","10395","8838","7034","4797","4906","5250","6042","4543","5291","6883","0","3730","4087","5097","3233","2901","3952","6133","5192","7694","4631","4566","5658","4305","4312"
"M715.4857T220.8","715.4857","220.8","7347","2949","3523","4334","3391","3367","5075","4390","4131","2821","3652","3647","3269","2483","2722","4199","3213","4097","3554","2605","5244","2650","14049","9225","5857","4781","4789","3451","3175","3834","5922","3688","2316","4627","5903","3646","4814","3740","4796","3587","7970","3685","17213","7329","4590","5729","2201","2918","6236","2915","3817","3483","2463","4507","3042","2635","2965","3504","2077","4312","3986","3676","3984","4862","8140","3879","0","4136","5640","5293","3722","2980","5012","4119","6736","2131","8157","8067","5063","0","7564","8587","9632","7840","5151","6466","6862","5137","3437","6454","4445","5124","6222","5885"
"M870.5832T195","870.5832","195","5938","4430","2420","4174","4956","4709","4245","3677","4681","4716","4400","5458","4998","2909","2828","5433","3802","4705","3571","3643","5891","2926","6820","8184","3309","5185","4826","4712","3416","3358","7416","3949","3024","6619","7910","3045","4794","3767","6921","4604","11368","5329","21047","7825","5868","7434","4183","3957","8047","3427","4061","4748","2875","5566","4798","3546","3698","4398","2940","4345","4097","2071","3975","6687","10953","5881","0","4601","6612","7938","4392","3149","6744","5487","8231","3220","10647","11249","8211","0","10894","6580","12323","12745","8274","8103","11276","7805","4408","7962","3995","7783","8108","8281"
"M928.9663T221.4","928.9663","221.4","2670","0","0","0","3162","3288","3272","3509","4283","2524","4092","4942","5129","2933","3205","5123","3681","4968","4055","3344","6370","2229","7847","8998","4484","4557","3641","4116","4030","4715","7465","3366","0","5996","6938","2999","5352","3087","4782","4140","8879","3596","19657","8066","5088","6311","2481","3089","6162","2783","3072","3446","2389","4051","3283","2587","3081","4340","2536","5427","3757","0","4719","5291","7826","4123","0","4164","5844","4881","3493","2901","5538","4125","5231","0","7580","10145","4199","0","6976","4637","9762","10123","5834","7137","6871","5720","3986","5802","4266","5541","6763","6262"
"M1215.1643T216.6","1215.1643","216.6","3311","0","2634","2911","3683","2620","2712","2745","3201","0","3119","7692","4151","3290","3606","4746","4735","5791","4644","2899","8764","0","7196","8753","6500","2200","0","2845","4838","8861","5931","3249","0","4272","4317","2235","4091","0","3648","3093","6697","3270","17334","6584","4714","5300","2371","2542","3634","0","2794","2434","0","2154","0","3253","3510","4733","5127","9372","7149","0","5744","3932","4038","2003","0","3626","5295","2976","2793","0","3002","2321","2298","0","3467","5915","3306","0","2610","2942","5179","10247","4084","4019","4189","4086","3293","3645","12118","3882","6462","5454"
"M754.1814T217.8","754.1814","217.8","4523","2760","2575","3542","4304","3769","3774","4442","5199","3017","4128","4611","4675","2943","2906","4651","3570","4467","3775","3350","5906","3218","6699","7713","2882","3905","3793","4012","3146","3660","7796","2675","2233","6460","6694","2606","4513","2874","5634","2577","7319","4156","22053","6841","4071","6014","2066","3093","5720","2541","2548","2871","0","3832","3455","0","2922","3623","2096","4194","4040","2920","4190","4213","7421","3878","0","3221","4558","4892","3736","2874","6158","4366","6805","2138","8851","10263","5091","0","8425","4600","11862","8660","5141","7219","6640","4836","3600","5654","4108","5321","6181","6315"
"M868.0751T156","868.0751","156","5345","2737","2025","3938","2849","2583","3571","3345","3378","2673","3668","4259","3178","2397","2555","4499","2318","3521","2928","2925","7032","2145","3922","6069","0","4098","2927","2157","2569","3778","7282","0","2183","8447","4613","0","5256","0","3826","2255","3657","2686","19808","2912","3349","3505","0","2368","3272","0","2655","0","0","2560","2028","0","2062","2985","0","5496","3639","0","4154","3690","5135","2574","0","0","4208","3194","0","3993","7074","4487","7231","0","6925","9998","4932","0","9333","4125","10246","9992","3462","5283","3920","3536","2454","3190","4899","3407","3168","3457"
"M356.2244T270","356.2244","270","8186","12957","5310","5205","8178","5918","5411","6644","13509","8321","7937","2105","4727","4812","3022","3636","4339","2906","2557","3040","0","25114","4300","4589","2587","4917","7266","6413","2311","0","6901","6809","5001","2899","9561","5531","4375","5035","7137","8572","9011","5437","5575","5079","3824","5112","6722","4889","8480","4903","7499","3951","6669","7123","7019","10762","0","2409","2591","2092","2724","38409","2477","7744","10912","7267","6425","3795","3808","10763","3417","0","3496","3790","6142","4155","6130","7053","2921","0","5671","4814","6968","2413","5061","5720","8732","3865","4005","6767","0","9701","7815","6879"
"M673.447T259.2","673.447","259.2","5511","5586","3229","3178","4720","3999","3444","4041","6573","4038","4178","2045","3820","3687","2242","2965","4710","2260","2646","2366","0","7157","3211","4044","2905","3540","4791","4525","0","2580","4672","5250","2274","0","5551","4143","3501","2950","5015","7811","8476","3564","3945","4528","2394","3760","6650","2654","8707","3201","9343","4306","0","0","5799","8728","0","0","3582","2485","3304","16607","3639","5430","9417","7640","4276","5075","4556","10584","5968","0","0","0","4069","2868","5454","5234","2472","0","4672","0","5608","3093","5554","4502","6883","0","3218","7047","3493","8022","9069","6423"
"M822.2288T224.4","822.2288","224.4","3558","3810","2705","5082","4275","2037","3424","2505","3642","4529","3740","4163","4160","3252","3522","5621","3833","4447","3932","2834","6110","2263","7009","8469","3916","4281","4379","4027","4123","3624","7574","3515","2393","5556","6008","3120","5400","3473","5786","3621","9489","4195","21355","6995","5332","6632","3250","3232","6547","3197","3600","3417","2345","4365","3075","2800","3009","4614","2288","4217","4258","2699","4782","5230","8394","4714","0","4605","5621","6082","3804","2715","6552","4734","6630","2256","8800","10512","4988","0","8647","4941","11718","10192","5944","8181","8021","5153","3773","6824","4575","6030","6851","6339"
"M681.4659T218.4","681.4659","218.4","4734","4271","2392","3305","3398","3732","3360","3468","4052","3041","3610","4263","4542","2772","2606","5224","3868","4389","3887","3118","5716","3429","6422","6279","3137","4342","4394","3842","3692","3763","6620","2980","2277","5496","5923","3044","4339","3227","5103","3073","7692","3809","17666","7309","5157","5971","2440","2952","6058","2943","3433","2915","2393","4213","3103","2582","2840","3848","2265","5049","4046","3977","4232","4769","7311","4525","0","3716","5062","5043","3137","3321","5841","4954","6552","2929","7391","8787","4819","0","7698","5115","9567","7752","5037","5977","6985","4863","3546","5693","4350","5224","5222","5595"
"M758.8529T205.8","758.8529","205.8","5481","3893","2533","4032","4171","3501","3855","4366","4177","3356","3695","4657","5251","2121","2018","5140","2200","3329","2983","3753","5656","3236","6173","8215","2161","3653","4392","3564","2238","3722","7734","0","2522","7037","6840","0","5030","2706","4236","2682","4822","3199","22815","5789","3698","4732","2081","2877","4616","2295","2339","2953","2325","3965","2715","2450","2431","3300","2228","4746","3576","2211","4003","4520","5502","3503","0","2350","3946","4852","3612","2778","6619","5676","7372","2170","8801","10214","4830","0","9247","5107","12452","9847","4249","7319","5566","4895","3546","4857","4705","5594","6369","6161"
"M720.1602T214.2","720.1602","214.2","4930","3646","2937","4190","5133","3795","3649","4438","5210","3237","4125","4407","4980","3248","2660","5677","3247","4578","3404","3458","5485","3042","6447","6842","2875","4201","3628","3656","2571","3987","6766","0","2608","6039","6654","2399","4461","2794","5209","2142","6935","3470","19010","6174","4389","5079","0","2453","4900","2358","2618","2904","0","3680","2605","0","2707","3460","2035","4721","3731","2877","3686","4454","6096","3817","0","3127","4726","4520","3049","3371","6190","4104","6591","2116","8573","9291","4865","0","8491","4983","10954","9339","4585","6178","6264","4583","3475","5299","4784","4979","6144","6128"
